source;campaign_id;adset_id;ad_id;date;spend;impressions;clicks;installs;registrations;timestamp
google;goog_camp_001;goog_adset_001;goog_ad_001;17.05.2024;3609.4456;90236;721;266;255;2024-05-17 16:19:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;17.05.2024;3616.1231;90403;723;267;256;2024-05-18 00:13:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;18.05.2024;3624.5764;90614;724;267;256;2024-05-18 01:24:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;18.05.2024;3633.0298;90825;726;268;257;2024-05-18 07:00:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;18.05.2024;3641.4831;91036;727;268;257;2024-05-18 12:50:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;18.05.2024;3649.9365;91247;729;269;258;2024-05-18 18:32:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;18.05.2024;3658.3898;91459;731;270;259;2024-05-19 00:04:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;19.05.2024;3664.4414;91610;732;270;259;2024-05-19 03:25:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;19.05.2024;3670.493;91761;733;271;260;2024-05-19 10:10:39 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;19.05.2024;3676.5445;91912;734;271;260;2024-05-19 17:17:19 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;19.05.2024;3682.5961;92064;736;272;261;2024-05-20 00:07:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;20.05.2024;3696.2978;92406;738;273;262;2024-05-20 01:39:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;20.05.2024;3709.9996;92749;741;274;263;2024-05-20 12:58:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;20.05.2024;3723.7013;93092;744;275;264;2024-05-21 00:14:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;21.05.2024;3726.7195;93167;744;275;264;2024-05-21 03:41:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;21.05.2024;3729.7378;93242;745;275;264;2024-05-21 08:42:44 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;21.05.2024;3732.756;93318;745;275;264;2024-05-21 13:52:29 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;21.05.2024;3735.7743;93393;746;275;264;2024-05-21 19:05:14 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;21.05.2024;3738.7925;93469;747;276;265;2024-05-22 00:05:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;22.05.2024;3748.0458;93700;748;276;265;2024-05-22 03:35:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;22.05.2024;3757.299;93931;750;277;266;2024-05-22 07:45:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;22.05.2024;3766.5522;94163;752;278;267;2024-05-22 11:48:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;22.05.2024;3775.8055;94394;754;278;267;2024-05-22 15:58:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;22.05.2024;3785.0588;94625;756;279;268;2024-05-22 20:08:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;22.05.2024;3794.312;94857;758;280;269;2024-05-23 00:12:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;23.05.2024;3803.9433;95098;760;280;269;2024-05-23 01:29:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;23.05.2024;3813.5745;95339;762;281;270;2024-05-23 12:40:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;23.05.2024;3823.2058;95580;764;282;271;2024-05-24 00:07:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;24.05.2024;3824.5134;95612;764;282;271;2024-05-24 03:18:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;24.05.2024;3825.821;95645;764;282;271;2024-05-24 10:15:39 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;24.05.2024;3827.1287;95677;764;282;271;2024-05-24 17:19:19 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;24.05.2024;3828.4363;95710;765;283;271;2024-05-25 00:06:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;25.05.2024;3835.0242;95874;766;283;271;2024-05-25 02:25:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;25.05.2024;3841.612;96039;767;284;272;2024-05-25 09:32:39 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;25.05.2024;3848.1999;96204;768;284;272;2024-05-25 16:48:19 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;25.05.2024;3854.7878;96369;770;285;273;2024-05-26 00:12:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;26.05.2024;3865.2734;96631;772;285;273;2024-05-26 02:37:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;26.05.2024;3875.7589;96893;774;286;274;2024-05-26 13:19:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;26.05.2024;3886.2445;97156;777;287;275;2024-05-27 00:03:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;27.05.2024;3898.6531;97466;779;288;276;2024-05-27 03:42:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;27.05.2024;3911.0617;97776;781;289;277;2024-05-27 13:51:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;27.05.2024;3923.4703;98086;784;290;278;2024-05-28 00:06:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;28.05.2024;3934.8656;98371;786;290;278;2024-05-28 03:34:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;28.05.2024;3946.261;98656;788;291;279;2024-05-28 07:39:35 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;28.05.2024;3957.6564;98941;791;292;280;2024-05-28 11:53:11 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;28.05.2024;3969.0517;99226;793;293;281;2024-05-28 15:54:47 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;28.05.2024;3980.447;99511;795;294;282;2024-05-28 19:59:23 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;28.05.2024;3991.8424;99796;798;295;283;2024-05-29 00:04:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;29.05.2024;3994.0412;99850;798;295;283;2024-05-29 00:19:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;29.05.2024;3996.24;99905;799;295;283;2024-05-29 05:00:47 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;29.05.2024;3998.4388;99960;799;295;283;2024-05-29 09:47:35 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;29.05.2024;4000.6375;100015;800;295;283;2024-05-29 14:39:23 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;29.05.2024;4002.8363;100070;800;295;283;2024-05-29 19:16:11 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;29.05.2024;4005.0351;100125;801;296;284;2024-05-30 00:05:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;30.05.2024;4027.9249;100697;805;297;285;2024-05-30 03:02:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;30.05.2024;4050.8146;101269;809;299;287;2024-05-30 13:35:29 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;30.05.2024;4073.7044;101842;814;301;289;2024-05-31 00:08:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;31.05.2024;4080.4151;102009;815;301;289;2024-05-31 03:03:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;31.05.2024;4087.1259;102177;816;301;289;2024-05-31 13:31:29 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;31.05.2024;4093.8366;102345;818;302;290;2024-06-01 00:01:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;01.06.2024;4097.3703;102433;818;302;290;2024-06-01 02:11:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;01.06.2024;4100.9041;102521;819;302;290;2024-06-01 13:04:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;01.06.2024;4104.4378;102610;820;303;291;2024-06-02 00:05:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;02.06.2024;4107.7964;102694;820;303;291;2024-06-02 02:21:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;02.06.2024;4111.155;102778;821;303;291;2024-06-02 09:42:39 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;02.06.2024;4114.5136;102862;822;303;291;2024-06-02 16:59:19 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;02.06.2024;4117.8722;102946;823;304;292;2024-06-03 00:12:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;03.06.2024;4123.9044;103096;824;304;292;2024-06-03 01:55:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;03.06.2024;4129.9366;103247;825;304;292;2024-06-03 07:21:44 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;03.06.2024;4135.9689;103398;826;305;293;2024-06-03 13:06:29 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;03.06.2024;4142.0011;103549;827;305;293;2024-06-03 18:39:14 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;03.06.2024;4148.0333;103700;829;306;294;2024-06-04 00:11:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;04.06.2024;4149.8866;103746;829;306;294;2024-06-04 00:54:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;04.06.2024;4151.7398;103792;829;306;294;2024-06-04 06:41:44 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;04.06.2024;4153.5931;103839;830;306;294;2024-06-04 12:38:29 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;04.06.2024;4155.4463;103885;830;306;294;2024-06-04 18:18:14 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;04.06.2024;4157.2996;103932;831;307;295;2024-06-05 00:12:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;05.06.2024;4159.8498;103995;831;307;295;2024-06-05 04:02:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;05.06.2024;4162.4;104059;832;307;295;2024-06-05 08:06:35 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;05.06.2024;4164.9502;104123;832;307;295;2024-06-05 12:06:11 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;05.06.2024;4167.5005;104187;833;307;295;2024-06-05 15:57:47 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;05.06.2024;4170.0507;104251;833;307;295;2024-06-05 20:06:23 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;05.06.2024;4172.6009;104315;834;308;296;2024-06-06 00:10:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;06.06.2024;4179.0715;104476;835;308;296;2024-06-06 03:18:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;06.06.2024;4185.5421;104638;836;309;297;2024-06-06 10:21:19 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;06.06.2024;4192.0127;104800;837;309;297;2024-06-06 17:16:39 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;06.06.2024;4198.4833;104962;839;310;298;2024-06-07 00:03:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;07.06.2024;4207.6894;105192;840;310;298;2024-06-07 01:43:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;07.06.2024;4216.8955;105422;842;311;299;2024-06-07 06:15:23 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;07.06.2024;4226.1015;105652;844;312;300;2024-06-07 10:40:47 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;07.06.2024;4235.3076;105882;846;312;300;2024-06-07 15:14:11 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;07.06.2024;4244.5137;106112;848;313;301;2024-06-07 19:38:35 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;07.06.2024;4253.7198;106342;850;314;302;2024-06-08 00:11:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;08.06.2024;4259.8026;106494;851;314;302;2024-06-08 02:52:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;08.06.2024;4265.8855;106646;852;315;302;2024-06-08 07:09:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;08.06.2024;4271.9684;106798;854;315;303;2024-06-08 11:31:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;08.06.2024;4278.0512;106950;855;316;303;2024-06-08 15:35:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;08.06.2024;4284.1341;107102;856;316;303;2024-06-08 19:52:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;08.06.2024;4290.2169;107255;858;317;304;2024-06-09 00:12:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;09.06.2024;4293.6767;107341;858;317;304;2024-06-09 01:36:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;09.06.2024;4297.1366;107428;859;317;304;2024-06-09 06:12:23 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;09.06.2024;4300.5964;107514;860;318;305;2024-06-09 10:37:47 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;09.06.2024;4304.0562;107601;860;318;305;2024-06-09 15:00:11 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;09.06.2024;4307.5161;107687;861;318;305;2024-06-09 19:35:35 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;09.06.2024;4310.9759;107774;862;319;306;2024-06-10 00:02:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;10.06.2024;4318.492;107962;863;319;306;2024-06-10 02:48:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;10.06.2024;4326.0082;108150;865;320;307;2024-06-10 09:59:19 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;10.06.2024;4333.5243;108338;866;320;307;2024-06-10 17:08:39 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;10.06.2024;4341.0404;108526;868;321;308;2024-06-11 00:10:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;11.06.2024;4345.8536;108646;869;321;308;2024-06-11 02:21:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;11.06.2024;4350.6668;108766;870;321;308;2024-06-11 07:47:29 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;11.06.2024;4355.4799;108886;871;322;308;2024-06-11 13:17:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;11.06.2024;4360.2931;109006;872;322;308;2024-06-11 18:46:29 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;11.06.2024;4365.1063;109127;873;323;309;2024-06-12 00:06:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;12.06.2024;4366.5001;109161;873;323;309;2024-06-12 02:38:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;12.06.2024;4367.8938;109196;873;323;309;2024-06-12 08:07:44 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;12.06.2024;4369.2876;109231;873;323;309;2024-06-12 13:31:29 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;12.06.2024;4370.6813;109266;873;323;309;2024-06-12 18:40:14 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;12.06.2024;4372.0751;109301;874;323;310;2024-06-13 00:14:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;13.06.2024;4387.4787;109686;877;324;311;2024-06-13 01:31:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;13.06.2024;4402.8823;110071;880;325;312;2024-06-13 09:04:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;13.06.2024;4418.2858;110456;883;326;313;2024-06-13 16:39:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;13.06.2024;4433.6894;110842;886;328;314;2024-06-14 00:09:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;14.06.2024;4442.9918;111074;887;328;314;2024-06-14 03:20:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;14.06.2024;4452.2942;111307;889;329;315;2024-06-14 07:24:23 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;14.06.2024;4461.5966;111539;891;330;316;2024-06-14 11:40:47 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;14.06.2024;4470.8989;111772;893;330;316;2024-06-14 15:48:11 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;14.06.2024;4480.2013;112004;895;331;317;2024-06-14 19:54:35 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;14.06.2024;4489.5037;112237;897;332;318;2024-06-15 00:07:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;15.06.2024;4495.8193;112395;898;332;318;2024-06-15 02:44:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;15.06.2024;4502.1348;112553;899;332;319;2024-06-15 13:28:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;15.06.2024;4508.4504;112711;901;333;320;2024-06-16 00:14:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;16.06.2024;4511.2181;112780;901;333;320;2024-06-16 00:12:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;16.06.2024;4513.9859;112849;902;333;320;2024-06-16 06:18:29 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;16.06.2024;4516.7536;112918;902;333;320;2024-06-16 12:13:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;16.06.2024;4519.5214;112987;903;333;320;2024-06-16 18:05:29 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;16.06.2024;4522.2891;113057;904;334;321;2024-06-17 00:00:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;17.06.2024;4523.4769;113086;904;334;321;2024-06-17 00:15:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;17.06.2024;4524.6647;113116;904;334;321;2024-06-17 04:58:47 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;17.06.2024;4525.8524;113146;904;334;321;2024-06-17 09:57:35 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;17.06.2024;4527.0402;113175;904;334;321;2024-06-17 14:35:23 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;17.06.2024;4528.228;113205;904;334;321;2024-06-17 19:19:11 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;17.06.2024;4529.4158;113235;905;335;321;2024-06-18 00:03:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;18.06.2024;4537.2653;113431;906;335;321;2024-06-18 02:51:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;18.06.2024;4545.1148;113627;908;336;322;2024-06-18 09:49:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;18.06.2024;4552.9644;113823;910;336;322;2024-06-18 17:01:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;18.06.2024;4560.8139;114020;912;337;323;2024-06-19 00:00:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;19.06.2024;4567.1221;114177;913;337;323;2024-06-19 00:16:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;19.06.2024;4573.4303;114335;914;337;324;2024-06-19 06:21:29 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;19.06.2024;4579.7386;114492;915;338;324;2024-06-19 12:19:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;19.06.2024;4586.0468;114650;916;338;325;2024-06-19 18:09:29 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;19.06.2024;4592.355;114808;918;339;326;2024-06-20 00:06:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;20.06.2024;4594.8513;114870;918;339;326;2024-06-20 00:17:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;20.06.2024;4597.3476;114933;919;339;326;2024-06-20 08:12:19 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;20.06.2024;4599.844;114995;919;339;326;2024-06-20 16:10:39 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;20.06.2024;4602.3403;115058;920;340;326;2024-06-21 00:11:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;21.06.2024;4610.4317;115260;921;340;326;2024-06-21 04:11:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;21.06.2024;4618.5232;115462;923;341;327;2024-06-21 14:02:29 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;21.06.2024;4626.6146;115665;925;342;328;2024-06-22 00:02:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;22.06.2024;4635.5455;115888;926;342;328;2024-06-22 02:41:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;22.06.2024;4644.4764;116111;928;343;329;2024-06-22 09:49:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;22.06.2024;4653.4073;116334;930;344;330;2024-06-22 16:59:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;22.06.2024;4662.3382;116558;932;345;331;2024-06-23 00:07:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;23.06.2024;4665.6051;116639;932;345;331;2024-06-23 02:41:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;23.06.2024;4668.872;116721;933;345;331;2024-06-23 09:53:39 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;23.06.2024;4672.1388;116803;934;345;331;2024-06-23 17:04:19 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;23.06.2024;4675.4057;116885;935;345;331;2024-06-24 00:10:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;24.06.2024;4678.2677;116956;935;345;331;2024-06-24 02:13:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;24.06.2024;4681.1297;117028;936;345;331;2024-06-24 06:36:35 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;24.06.2024;4683.9918;117099;936;346;332;2024-06-24 11:03:11 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;24.06.2024;4686.8538;117171;937;346;332;2024-06-24 15:18:47 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;24.06.2024;4689.7158;117242;937;346;332;2024-06-24 19:52:23 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;24.06.2024;4692.5778;117314;938;347;333;2024-06-25 00:06:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;25.06.2024;4696.838;117420;938;347;333;2024-06-25 03:08:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;25.06.2024;4701.0982;117527;939;347;333;2024-06-25 10:13:39 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;25.06.2024;4705.3584;117633;940;347;333;2024-06-25 17:07:19 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;25.06.2024;4709.6186;117740;941;348;334;2024-06-26 00:07:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;26.06.2024;4711.3785;117784;941;348;334;2024-06-26 00:49:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;26.06.2024;4713.1385;117828;942;348;334;2024-06-26 05:30:35 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;26.06.2024;4714.8984;117872;942;348;334;2024-06-26 10:15:11 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;26.06.2024;4716.6583;117916;943;348;334;2024-06-26 14:57:47 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;26.06.2024;4718.4183;117960;943;348;334;2024-06-26 19:36:23 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;26.06.2024;4720.1782;118004;944;349;335;2024-06-27 00:07:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;27.06.2024;4723.6681;118091;944;349;335;2024-06-27 02:35:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;27.06.2024;4727.158;118178;945;349;335;2024-06-27 08:02:44 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;27.06.2024;4730.6478;118265;945;349;335;2024-06-27 13:25:29 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;27.06.2024;4734.1377;118352;946;349;335;2024-06-27 18:50:14 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;27.06.2024;4737.6276;118440;947;350;336;2024-06-28 00:02:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;28.06.2024;4738.3508;118458;947;350;336;2024-06-28 01:26:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;28.06.2024;4739.0741;118476;947;350;336;2024-06-28 05:54:47 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;28.06.2024;4739.7973;118494;947;350;336;2024-06-28 10:30:35 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;28.06.2024;4740.5205;118512;947;350;336;2024-06-28 14:59:23 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;28.06.2024;4741.2438;118530;947;350;336;2024-06-28 19:34:11 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;28.06.2024;4741.967;118549;948;350;336;2024-06-29 00:06:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;29.06.2024;4746.0542;118651;948;350;336;2024-06-29 00:37:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;29.06.2024;4750.1414;118753;949;351;336;2024-06-29 08:17:39 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;29.06.2024;4754.2287;118855;950;351;336;2024-06-29 16:12:19 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;29.06.2024;4758.3159;118957;951;352;337;2024-06-30 00:14:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;30.06.2024;4762.4531;119060;951;352;337;2024-06-30 03:07:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;30.06.2024;4766.5902;119164;952;352;338;2024-06-30 10:06:19 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;30.06.2024;4770.7274;119267;953;352;338;2024-06-30 17:03:39 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;30.06.2024;4774.8646;119371;954;353;339;2024-07-01 00:10:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;01.07.2024;4781.2411;119530;955;353;339;2024-07-01 02:06:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;01.07.2024;4787.6176;119689;956;353;339;2024-07-01 13:05:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;01.07.2024;4793.9941;119849;958;354;340;2024-07-02 00:12:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;02.07.2024;4803.4911;120086;960;354;340;2024-07-02 02:17:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;02.07.2024;4812.988;120324;962;355;341;2024-07-02 13:03:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;02.07.2024;4822.485;120562;964;356;342;2024-07-03 00:08:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;03.07.2024;4823.8001;120594;964;356;342;2024-07-03 03:31:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;03.07.2024;4825.1153;120627;964;356;342;2024-07-03 08:40:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;03.07.2024;4826.4304;120660;964;356;342;2024-07-03 13:47:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;03.07.2024;4827.7456;120693;964;356;342;2024-07-03 19:00:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;03.07.2024;4829.0607;120726;965;357;342;2024-07-04 00:00:59 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;04.07.2024;4830.3673;120758;965;357;342;2024-07-04 00:15:00 UTC
google;goog_camp_001;goog_adset_001;goog_ad_001;04.07.2024;4831.674;120791;965;357;342;2024-07-04 05:03:11 UTC
